id,estado_contacto,corridor,micro_zone,city,priority,score_operativo,name,sector,segmento_comercial,phone,phone_quality,telefono_principal_tel,tel_links,ask_for,need_probable,offer,hook,accion_sugerida,dato_pendiente,google_maps,source,source_url,evidencia,calidad_dato,origen_registro,resultado,fecha_visita,proximo_paso,notas_campo
PRESOL-104,Pendiente,Villa María / RP6,Villa María,Villa María,B,75,DM Constructora,Constructora,Obra / constructora,0353 4260498,OK,tel:+543534260498,tel:+543534260498,jefe de obra / logística,"Traslado de maquinaria, módulos de obrador, estructuras, equipos y cargas pesadas entre frentes.","Transporte de equipos, módulos de obrador, estructuras y materiales pesados; descarga o posicionamiento cuando aplique.",Pedir responsable de compras/obra.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.408066,-63.245873",dmconstructora.com.ar,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,
PRESOL-105,Pendiente,Villa María / RP6,Villa María,Villa María,B,75,Dipromas S.R.L.,Metalmecánica / PILT,Metalmecánica / despacho,0353 4296608,OK,tel:+543534296608,tel:+543534296608,despacho / producción,"Despacho seguro de estructuras, carrozados, tanques, piezas industriales y equipos sobre plataforma.","Despacho de estructuras, tanques, transformadores, piezas de ingeniería y equipos sobre plataforma 20 tn.",Visita dentro del PILT; pedir compras/logística.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.421000,-63.203000",pilt.com.ar,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,
PRESOL-106,Pendiente,Villa María / RP6,Villa María,Villa María,B,75,Frigorífico La Pequeña S.R.L.,Alimenticia / frigorífico,Industria / mantenimiento,0353 154197312,OK,tel:+5493534197312,tel:+5493534197312,despacho / producción,"Movimientos especiales de mantenimiento, repuestos pesados y mudanzas internas de equipos.","Despacho de estructuras, tanques, transformadores, piezas de ingeniería y equipos sobre plataforma 20 tn.",No vender frío común; vender movimientos especiales.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.420000,-63.209000",pilt.com.ar,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,
PRESOL-107,Pendiente,Villa María / RP6,Villa María,Villa María,B,75,Ghio Construcciones,Constructora / desarrollos,Obra / constructora,0353 4016390,OK,tel:+543534016390,tel:+543534016390,jefe de obra / logística,"Traslado de maquinaria, módulos de obrador, estructuras, equipos y cargas pesadas entre frentes.","Transporte de equipos, módulos de obrador, estructuras y materiales pesados; descarga o posicionamiento cuando aplique.",Solicitar próximo traslado de obra.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.415019,-63.237719",Instagram Ghio Construcciones,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,
PRESOL-108,Pendiente,Villa María / RP6,PILT / administración parque,Villa María,B,60,PILT Villa María — Administración,Puerta institucional / parque industrial,Puerta institucional,0353 4618698 / 0353 4608191,VER,tel:+543534618698,tel:+543534618698 | tel:+543534608191,administración / listado empresas,"Acceso a padrón de empresas radicadas, obras de infraestructura y derivaciones a responsables.",Pedir listado de empresas/obras y ofrecer PRESOL como proveedor logístico regional.,Puerta para pedir padrón actualizado de empresas y obras de infraestructura dentro del parque.,"Validar teléfono/contacto; si responde, pedir un caso concreto de traslado o próximo movimiento.",Confirmar decisor y vigencia del dato antes de incluir en salida prioritaria.,https://www.google.com/maps/search/?api=1&query=PILT+Villa+Mar%C3%ADa+%E2%80%94+Administraci%C3%B3n+Villa+Mar%C3%ADa+C%C3%B3rdoba+Argentina,PILT / X público / web PILT,https://pilt.com.ar,PILT publica datos de contacto en búsquedas y concentra 224 lotes; sirve como puerta institucional.,Media,Nuevo enriquecimiento 2026-09-02,,,,
PRESOL-109,Pendiente,Villa María / RP6,Villa María,Villa María,B,75,S.A. Molinos Fénix,Molino / alimentos,Industria / mantenimiento,0353 4533573,OK,tel:+543534533573,tel:+543534533573,mantenimiento / compras,"Movimientos especiales de mantenimiento, repuestos pesados y mudanzas internas de equipos.","Traslados especiales de mantenimiento, repuestos pesados, mudanzas internas y cargas con seguro/GPS.",Preguntar por movimientos de maquinaria/planta.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.410000,-63.246000",molinosfenix.com.ar,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,
PRESOL-110,Pendiente,Villa María / RP6,Villa María,Villa María,B,75,Sarmiento Materiales,Corralón / materiales,Hormigón / áridos / premoldeados,0353 4610259 / 0353 4112139,OK,tel:+543534610259,tel:+543534610259 | tel:+543534112139,despacho / producción,"Movimiento de premoldeados, equipos de planta/cantera, bombas, moldes y cargas pesadas.","Despacho de estructuras, tanques, transformadores, piezas de ingeniería y equipos sobre plataforma 20 tn.",Cotizar reparto pesado fuera de zona o picos.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.411372,-63.226831",sarmientomateriales / directorio,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,
PRESOL-111,Pendiente,Villa María / RP6,Villa María,Villa María,B,75,Stainless Steel Manufacturers S.R.L.,Acero inoxidable / fabricación,Industria / mantenimiento,0353 4792885,OK,tel:+543534792885,tel:+543534792885,despacho / producción,"Movimientos especiales de mantenimiento, repuestos pesados y mudanzas internas de equipos.","Despacho de estructuras, tanques, transformadores, piezas de ingeniería y equipos sobre plataforma 20 tn.",Posicionar transporte seguro para piezas terminadas.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.425000,-63.207000",pilt.com.ar,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,
PRESOL-112,Pendiente,Villa María / RP6,Villa María,Villa María,B,75,Villa María Cereales,Acopio / agroinsumos,Agro / acopio / planta,03535 656802,OK,tel:+543535656802,tel:+543535656802,responsable de acopio / mantenimiento,"Traslado de equipos de planta, silos, repuestos pesados, balanzas, implementos y cargas especiales.","Movimiento de equipos de planta, silos, balanzas, repuestos y cargas especiales para acopios/agroindustria.",RN 9 km 553; consultar próximos movimientos.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.386500,-63.260000",Facebook Villa María Cereales,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,
PRESOL-113,Pendiente,Villa María / RP6,Hernando,Hernando,C,30,AgroServ S.R.L.,Concesionario maquinaria agrícola,Industria / mantenimiento,A relevar,A relevar,,,responsable de acopio / mantenimiento,"Movimientos especiales de mantenimiento, repuestos pesados y mudanzas internas de equipos.","Movimiento de equipos de planta, silos, balanzas, repuestos y cargas especiales para acopios/agroindustria.",Concesionario Super Walter; relevar contacto directo.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.429500,-63.734500",Instagram AgroServ,,Registro curado en documento de dirección PRESOL 2026-09.,Media,Base curada PDF dirección,,,,
PRESOL-114,Pendiente,Villa María / RP6,Hernando,Hernando,C,40,Her.Agro Maquinarias,Maquinaria agrícola nueva/usada,Industria / mantenimiento,3535 690587 (a confirmar),VER,tel:+543535690587,tel:+543535690587,responsable de acopio / mantenimiento,"Movimientos especiales de mantenimiento, repuestos pesados y mudanzas internas de equipos.","Movimiento de equipos de planta, silos, balanzas, repuestos y cargas especiales para acopios/agroindustria.",Entrar con cotización para próximos movimientos.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.422000,-63.731000",Facebook Her.Agro,,Registro curado en documento de dirección PRESOL 2026-09.,Media,Base curada PDF dirección,,,,
PRESOL-115,Pendiente,Villa María / RP6,Villa María,Villa María,C,30,Contemar,Contenedores y obradores,Módulos / containers,A relevar,A relevar,,,operaciones / entregas,"Entrega, descarga y posicionamiento de módulos/containers en obra o cliente final.","Plataforma + malacate + hidrogrúa para retiro, traslado, descarga y posicionamiento.",Validar si opera contenedores/obradores y si terceriza logística.,"Validar teléfono/contacto; si responde, pedir un caso concreto de traslado o próximo movimiento.",Confirmar decisor y vigencia del dato antes de incluir en salida prioritaria.,https://www.google.com/maps/search/?api=1&query=Contemar+Villa+Mar%C3%ADa+C%C3%B3rdoba+Argentina,Buscador5900 / resultado de búsqueda,https://www.buscador5900.com.ar/construccion/contenedores-y-obradores,Directorio local menciona Contemar en construcción/contenedores; datos incompletos.,Media,Nuevo enriquecimiento 2026-09-02,,,,
PRESOL-116,Pendiente,Villa María / RP6,Villa María,Villa María,C,40,Hans Aberturas SRL,Metalmecánica / aberturas,Metalmecánica / despacho,+54 353 4446515,VER,tel:+543534446515,tel:+543534446515,producción / despacho,"Despacho seguro de estructuras, carrozados, tanques, piezas industriales y equipos sobre plataforma.",Plataforma 20 tn para piezas/estructuras + seguro de carga + trazabilidad GPS.,Taller metalúrgico local; visitar solo si queda dentro de recorrido PILT/Villa María.,"Validar teléfono/contacto; si responde, pedir un caso concreto de traslado o próximo movimiento.",Confirmar decisor y vigencia del dato antes de incluir en salida prioritaria.,https://www.google.com/maps/search/?api=1&query=Hans+Aberturas+SRL+Villa+Mar%C3%ADa+C%C3%B3rdoba+Argentina,Metalmecánica.com / resultado de búsqueda,https://www.metalmecanica.com/villa-mar%C3%ADa/fabricantes,Resultado público lo lista como taller metalúrgico en Villa María con teléfono.,Media,Nuevo enriquecimiento 2026-09-02,,,,
PRESOL-117,Pendiente,Villa María / RP6,Villa María,Villa María,C,55,San Borg Internacional / Laboratorios Weende,Laboratorio alimentos/agro,Agro / acopio / planta,0353 4531453,OK,tel:+543534531453,tel:+543534531453,responsable de acopio / mantenimiento,"Traslado de equipos de planta, silos, repuestos pesados, balanzas, implementos y cargas especiales.","Movimiento de equipos de planta, silos, balanzas, repuestos y cargas especiales para acopios/agroindustria.",Visita solo si queda en ruta PILT.,Visita o llamada de validación; pedir próximo traslado concreto.,Validar contacto decisor y necesidad inmediata.,"https://www.google.com/maps/search/?api=1&query=-32.412500,-63.247000",sanborginternacional.com.ar,,Registro curado en documento de dirección PRESOL 2026-09.,Alta,Base curada PDF dirección,,,,
